	年化收益	年化波动	收益波动比	最大回撤	总费率	总交易天数	总换仓次数
军工龙头ETF_maL_10_BiDirection_Jump_longBars6	0.614122835	0.164256944	3.738793739	0.038006559	0.329975109	230	225
创业50_maL_10_BiDirection_Jump_longBars6	0.361226639	0.149582758	2.414894892	0.090087376	0.406768608	491	464
创业板_maL_10_BiDirection_Jump_longBars6	0.409900185	0.134279082	3.052598945	0.05766584	0.385219807	491	484
券商ETF_maL_10_BiDirection_Jump_longBars6	0.314319983	0.174794267	1.798228215	0.116355834	0.483007252	491	479
新能源车ETF_maL_10_BiDirection_Jump_longBars6	1.038559393	0.170397307	6.09492845	0.028837805	0.240891138	107	103
有色金属ETF_maL_10_BiDirection_Jump_longBars6	0.277301825	0.096088099	2.885912283	0.0421859	0.436691663	491	468
芯片ETF_maL_10_BiDirection_Jump_longBars6	0.468634633	0.294010146	1.593940344	0.124682574	0.431939965	124	123
证券ETF_maL_10_BiDirection_Jump_longBars6	0.256415239	0.181796728	1.410450241	0.120930185	0.540026315	491	478
银行ETF_maL_10_BiDirection_Jump_longBars6	0.23108838	0.087930992	2.62806519	0.038849213	0.524079482	491	458
黄金ETF_maL_10_BiDirection_Jump_longBars6	0.144406039	0.049297627	2.929269544	0.01929623	0.663070578	490	425
300ETF_maL_20_OnlyLong_Jump_longBars6	0.187098802	0.096867383	1.931494328	0.049028957	0.449351841	487	246
500ETF_maL_20_OnlyLong_Jump_longBars6	0.226020853	0.088801636	2.545232981	0.054082495	0.394424255	487	259
50ETF_maL_20_OnlyLong_Jump_longBars6	0.198767588	0.084781772	2.344461361	0.038291952	0.432194473	487	239
5GETF_maL_20_OnlyLong_Jump_longBars6	0.644419553	0.132006764	4.881716155	0.034400801	0.217461261	198	100
H股ETF_maL_20_OnlyLong_Jump_longBars6	0.059322996	0.060586981	0.979137678	0.045732065	0.670293589	487	207
TMTETF_maL_20_OnlyLong_Jump_longBars6	0.371255315	0.093316204	3.978465688	0.056017945	0.24199309	485	195
XFETF_maL_20_OnlyLong_Jump_longBars6	0.344690429	0.092652881	3.720234318	0.032543478	0.317804149	489	241
军工ETF_maL_20_OnlyLong_Jump_longBars6	0.29948354	0.115481177	2.593353722	0.042030523	0.294726686	487	207
军工龙头ETF_maL_20_OnlyLong_Jump_longBars6	0.383078166	0.143736691	2.665138344	0.050329934	0.292285765	230	117
创业50_maL_20_OnlyLong_Jump_longBars6	0.31717036	0.116766326	2.716282776	0.070806191	0.300267036	487	223
创业板_maL_20_OnlyLong_Jump_longBars6	0.348133899	0.108732139	3.201757119	0.056013355	0.312434515	487	259
券商ETF_maL_20_OnlyLong_Jump_longBars6	0.280549313	0.147589179	1.900879964	0.060411465	0.307557452	487	182
新能源车ETF_maL_20_OnlyLong_Jump_longBars6	0.186870936	0.112535571	1.660549946	0.030536571	0.422301691	103	45
有色金属ETF_maL_20_OnlyLong_Jump_longBars6	0.24712351	0.077737157	3.178962541	0.023915842	0.285610401	489	196
芯片ETF_maL_20_OnlyLong_Jump_longBars6	0.823790565	0.198651241	4.146918806	0.045852901	0.192427519	123	62
证券ETF_maL_20_OnlyLong_Jump_longBars6	0.289857404	0.140729937	2.059671245	0.051284359	0.301282891	485	183
银行ETF_maL_20_OnlyLong_Jump_longBars6	0.133733408	0.07615536	1.756060333	0.031379687	0.437253028	489	167
黄金ETF_maL_20_OnlyLong_Jump_longBars6	0.049510224	0.034942584	1.416902168	0.022916518	0.73195319	491	194
300ETF_maL_20_BiDirection_Jump_longBars6	0.253572666	0.115413849	2.197073121	0.06176578	0.517807401	491	489
500ETF_maL_20_BiDirection_Jump_longBars6	0.252868938	0.124140561	2.036956619	0.107888726	0.498932464	491	489
50ETF_maL_20_BiDirection_Jump_longBars6	0.321380152	0.098695353	3.25628453	0.034283279	0.461465659	491	490
5GETF_maL_20_BiDirection_Jump_longBars6	0.473557967	0.233208991	2.030616255	0.113028605	0.415535364	200	197
H股ETF_maL_20_BiDirection_Jump_longBars6	0.258760332	0.074445473	3.475837045	0.038522344	0.479986559	491	462
TMTETF_maL_20_BiDirection_Jump_longBars6	0.527574784	0.133626697	3.948124102	0.060922641	0.283040291	490	386
XFETF_maL_20_BiDirection_Jump_longBars6	0.346410676	0.123091296	2.814258093	0.047659129	0.460946329	491	478
军工ETF_maL_20_BiDirection_Jump_longBars6	0.415445443	0.13360464	3.109513574	0.073891626	0.362408602	491	467
军工龙头ETF_maL_20_BiDirection_Jump_longBars6	0.629354057	0.172441503	3.649666969	0.041237738	0.324541804	230	225
创业50_maL_20_BiDirection_Jump_longBars6	0.324560148	0.152345848	2.130416764	0.097671665	0.442359014	491	475
创业板_maL_20_BiDirection_Jump_longBars6	0.422737627	0.140520482	3.008370166	0.060180242	0.380305443	491	490
券商ETF_maL_20_BiDirection_Jump_longBars6	0.378712176	0.154777454	2.44681745	0.103454295	0.431741721	491	479
新能源车ETF_maL_20_BiDirection_Jump_longBars6	0.963604055	0.175954996	5.476423394	0.034199891	0.2509973	107	102
有色金属ETF_maL_20_BiDirection_Jump_longBars6	0.310243486	0.097324277	3.187729665	0.042660571	0.41103845	491	473
芯片ETF_maL_20_BiDirection_Jump_longBars6	0.965656137	0.259497644	3.721252045	0.074242847	0.289674832	124	124
证券ETF_maL_20_BiDirection_Jump_longBars6	0.398734628	0.154028463	2.588707438	0.078962727	0.414514814	491	475
银行ETF_maL_20_BiDirection_Jump_longBars6	0.195642133	0.094674666	2.06646763	0.05352037	0.574206022	491	462
黄金ETF_maL_20_BiDirection_Jump_longBars6	0.128153906	0.047834518	2.679109372	0.019852035	0.691026091	491	429
300ETF_maL_30_OnlyLong_Jump_longBars6	0.181762175	0.095586954	1.901537463	0.057186468	0.455049728	487	244
500ETF_maL_30_OnlyLong_Jump_longBars6	0.209882099	0.090405458	2.321564459	0.053295336	0.411897441	487	256
50ETF_maL_30_OnlyLong_Jump_longBars6	0.223728436	0.084342293	2.652624546	0.037485924	0.389353388	487	229
5GETF_maL_30_OnlyLong_Jump_longBars6	0.539543951	0.135567501	3.979891543	0.034746152	0.24693698	198	100
H股ETF_maL_30_OnlyLong_Jump_longBars6	0.076955113	0.060474632	1.272518912	0.037804666	0.596618766	487	197
TMTETF_maL_30_OnlyLong_Jump_longBars6	0.357340512	0.09284982	3.848585933	0.056273719	0.24604361	485	190
XFETF_maL_30_OnlyLong_Jump_longBars6	0.36099429	0.090366278	3.994789828	0.04104281	0.308935585	489	246
军工ETF_maL_30_OnlyLong_Jump_longBars6	0.345545461	0.110680592	3.12200589	0.033081998	0.257295515	487	201
军工龙头ETF_maL_30_OnlyLong_Jump_longBars6	0.399904788	0.142524904	2.805859022	0.061761396	0.275593754	230	112
创业50_maL_30_OnlyLong_Jump_longBars6	0.358227732	0.11305404	3.168641596	0.044993278	0.267734808	487	217
创业板_maL_30_OnlyLong_Jump_longBars6	0.355352015	0.104436048	3.402580061	0.057248498	0.300300634	487	251
券商ETF_maL_30_OnlyLong_Jump_longBars6	0.36829499	0.138955665	2.65044962	0.042436378	0.24060826	487	177
新能源车ETF_maL_30_OnlyLong_Jump_longBars6	0.107896929	0.12490209	0.863852071	0.033395453	0.562679886	103	47
有色金属ETF_maL_30_OnlyLong_Jump_longBars6	0.261764257	0.080270466	3.261028246	0.027806595	0.271233692	489	194
芯片ETF_maL_30_OnlyLong_Jump_longBars6	0.55103123	0.203672433	2.705477724	0.070770206	0.253366595	123	62
证券ETF_maL_30_OnlyLong_Jump_longBars6	0.309561652	0.137881144	2.245134055	0.04468182	0.280845192	487	179
银行ETF_maL_30_OnlyLong_Jump_longBars6	0.149600768	0.073763891	2.028102987	0.02839475	0.423127681	489	178
黄金ETF_maL_30_OnlyLong_Jump_longBars6	0.045511001	0.034428493	1.321899316	0.024038347	0.749977961	491	197
300ETF_maL_30_BiDirection_Jump_longBars6	0.271194183	0.111888497	2.423789669	0.056065704	0.497959614	491	484
500ETF_maL_30_BiDirection_Jump_longBars6	0.278362571	0.122832699	2.266192742	0.079266982	0.472069141	491	484
50ETF_maL_30_BiDirection_Jump_longBars6	0.309908196	0.101407396	3.056070933	0.047645091	0.468796846	491	481
5GETF_maL_30_BiDirection_Jump_longBars6	0.269203022	0.250719408	1.073722309	0.164617532	0.551764855	200	196
H股ETF_maL_30_BiDirection_Jump_longBars6	0.245677282	0.073236908	3.354555639	0.030679977	0.489625189	491	454
TMTETF_maL_30_BiDirection_Jump_longBars6	0.529738464	0.127426097	4.15722115	0.052733108	0.276856005	490	375
XFETF_maL_30_BiDirection_Jump_longBars6	0.30829291	0.127211672	2.423464025	0.053384504	0.494840878	491	473
军工ETF_maL_30_BiDirection_Jump_longBars6	0.378662511	0.132721594	2.853058796	0.079353351	0.387925169	491	463
军工龙头ETF_maL_30_BiDirection_Jump_longBars6	0.561716456	0.175575151	3.199293585	0.066681233	0.346604969	230	222
创业50_maL_30_BiDirection_Jump_longBars6	0.347175304	0.151745901	2.287872697	0.098946762	0.421104903	491	466
创业板_maL_30_BiDirection_Jump_longBars6	0.532089159	0.127868239	4.161230039	0.060882091	0.31685365	491	482
券商ETF_maL_30_BiDirection_Jump_longBars6	0.382678848	0.151663456	2.523210657	0.096312822	0.429705545	491	479
新能源车ETF_maL_30_BiDirection_Jump_longBars6	0.732936274	0.19404959	3.777056547	0.044334774	0.304531327	107	101
有色金属ETF_maL_30_BiDirection_Jump_longBars6	0.289622016	0.10457378	2.769547155	0.050152898	0.426224632	491	466
芯片ETF_maL_30_BiDirection_Jump_longBars6	0.631842885	0.276781286	2.28282372	0.084337627	0.377508739	124	124
证券ETF_maL_30_BiDirection_Jump_longBars6	0.362795427	0.158109852	2.294578245	0.104397286	0.440575116	491	470
银行ETF_maL_30_BiDirection_Jump_longBars6	0.194827216	0.094499899	2.061665854	0.046218439	0.576360677	491	460
黄金ETF_maL_30_BiDirection_Jump_longBars6	0.146792776	0.043975885	3.338028961	0.020011515	0.652140456	491	417
