,FutureID,ContractNum,Position,Value,Win
20130218,,1,,1595695.7142857132,
20130219,,1,,1595695.7142857132,
20130220,,1,,1595695.7142857132,
20130221,IF1303,1,short,1595739.7142857132,True
20130222,IF1303,1,short,1595761.7142857132,True
20130225,IF1303,1,short,1595749.914285713,False
20130226,IF1303,1,short,1595790.3142857132,True
20130227,IF1303,1,short,1595767.3142857132,False
20130228,,1,,1601647.7142857132,
20130301,IF1303,1,long,1601636.3142857132,False
20130304,,1,,1578727.7142857132,
20130305,,1,,1578727.7142857132,
20130306,,1,,1578727.7142857132,
20130307,IF1303,1,long,1578686.3142857132,False
20130308,IF1303,1,long,1578682.3142857132,False
20130311,,1,,1554427.7142857132,
20130312,,1,,1554427.7142857132,
20130313,,1,,1554427.7142857132,
20130314,,1,,1554427.7142857132,
20130315,,1,,1554427.7142857132,
20130318,,1,,1538707.7142857132,
20130319,,1,,1538707.7142857132,
20130320,IF1304,1,long,1538759.914285713,True
20130321,IF1304,1,long,1538766.914285713,False
20130322,IF1304,1,long,1538775.7142857132,True
20130325,IF1304,1,short,1556943.7142857132,True
20130326,IF1304,1,short,1556993.914285713,True
20130327,,1,,1560883.7142857132,
20130328,,1,,1560883.7142857132,
20130329,,1,,1560883.7142857132,
20130401,IF1304,1,short,1560885.114285713,False
20130402,IF1304,1,long,1555246.114285713,True
20130403,,1,,1552843.7142857132,
20130408,,1,,1552843.7142857132,
20130409,,1,,1552843.7142857132,
20130410,,1,,1552843.7142857132,
20130411,,1,,1552843.7142857132,
20130412,,1,,1552843.7142857132,
20130415,,1,,1552843.7142857132,
20130416,,1,,1552843.7142857132,
20130417,IF1304,1,short,1552831.914285713,True
20130418,IF1304,1,short,1552826.114285713,False
20130419,,1,,1552826.114285713,False
20130422,,1,,1555003.7142857132,
20130423,,1,,1555003.7142857132,
20130424,,1,,1555003.7142857132,
20130425,IF1305,1,short,1555002.914285713,True
20130426,IF1305,1,short,1555023.914285713,True
20130502,IF1305,1,short,1555024.3142857132,False
20130503,IF1305,1,long,1552682.5142857132,True
20130506,IF1305,1,long,1552705.114285713,True
20130507,IF1305,1,short,1564706.7142857132,False
20130508,IF1305,1,short,1552519.3428571417,False
20130509,IF1305,1,short,1552541.3428571417,True
20130510,IF1305,1,short,1552520.742857142,False
20130513,IF1305,1,long,1547947.5428571417,False
20130514,,1,,1536005.1428571418,
20130515,IF1305,1,long,1535999.1428571418,False
20130516,IF1305,1,short,1531736.1428571418,False
20130517,,1,,1531736.1428571418,False
20130520,IF1306,1,long,1516989.742857142,True
20130521,IF1306,1,short,1517335.9428571418,False
20130522,IF1306,1,long,1512059.1428571418,False
20130523,,1,,1499657.9999999988,
20130524,,1,,1499657.9999999988,
20130527,,1,,1499657.9999999988,
20130528,IF1306,1,long,1499691.3999999987,True
20130529,IF1306,1,short,1510466.599999999,True
20130530,IF1306,1,short,1510468.7999999989,True
20130531,IF1306,1,short,1510493.7999999989,True
20130603,IF1306,1,short,1510496.7999999989,True
20130604,IF1306,1,short,1510531.1999999988,True
20130605,IF1306,1,short,1510539.9999999988,True
20130606,IF1306,1,short,1510558.9999999988,True
20130607,IF1306,1,short,1510617.3999999987,True
20130613,IF1306,1,short,1510710.1999999988,True
20130614,IF1306,1,short,1510698.1999999988,False
20130617,IF1306,1,short,1510697.599999999,True
20130618,IF1306,1,short,1510688.599999999,True
20130619,IF1306,1,short,1510698.7999999989,True
20130620,IF1306,1,short,1510763.9999999988,True
20130621,,1,,1510763.9999999988,True
20130624,IF1307,1,short,1606643.1999999988,True
20130625,IF1307,1,short,1606663.3999999987,True
20130626,IF1307,1,short,1606653.7999999989,True
20130627,IF1307,1,short,1606657.1999999988,True
20130628,,1,,1622249.9999999988,
20130701,IF1307,1,long,1622239.9999999988,True
20130702,IF1307,1,short,1611004.599999999,True
20130703,,1,,1612613.9999999988,
20130704,IF1307,1,short,1612568.9999999988,False
20130705,IF1307,1,short,1592545.7999999989,True
20130708,,1,,1596827.9999999988,
20130709,,1,,1596827.9999999988,
20130710,IF1307,1,long,1596880.1999999988,True
20130711,IF1307,1,long,1596997.1999999988,True
20130712,IF1307,1,long,1596953.1999999988,False
20130715,IF1307,1,long,1596967.599999999,False
20130716,IF1307,1,long,1596981.1999999988,True
20130717,IF1307,1,short,1637753.7999999989,True
20130718,IF1307,1,short,1637792.7999999989,True
20130719,,1,,1637792.7999999989,True
20130722,IF1308,1,long,1659100.3999999987,True
20130723,IF1308,1,long,1659175.3999999987,True
20130724,,1,,1664723.9999999988,
20130725,,1,,1664723.9999999988,
20130726,,1,,1664723.9999999988,
20130729,,1,,1664723.9999999988,
20130730,IF1308,1,long,1664717.9999999988,True
20130731,,1,,1667711.9999999988,
20130801,IF1308,1,long,1667730.3999999987,True
20130802,IF1308,1,long,1670445.1999999988,False
20130805,IF1308,1,long,1670470.9999999988,True
20130806,IF1308,1,short,1668088.1999999988,False
20130807,IF1308,1,long,1650673.3999999987,False
20130808,,1,,1635882.8571428559,
20130809,IF1308,1,short,1635861.8571428559,False
20130812,IF1308,1,long,1622720.0571428558,True
20130813,IF1308,1,long,1622726.2571428558,False
20130814,IF1308,1,long,1622720.657142856,False
20130815,,1,,1627398.8571428559,
20130816,,1,,1627398.8571428559,
20130819,,1,,1627398.8571428559,
20130820,IF1309,1,short,1627401.8571428559,True
20130821,IF1309,1,short,1627396.457142856,True
20130822,IF1309,1,short,1627401.457142856,False
20130823,IF1309,1,short,1627431.2571428558,True
20130826,IF1309,1,long,1631491.8571428559,True
20130827,IF1309,1,long,1631490.2571428558,False
20130828,IF1309,1,long,1631474.657142856,False
20130829,IF1309,1,short,1628240.2571428558,True
20130830,IF1309,1,short,1627337.657142856,True
20130902,IF1309,1,short,1627310.657142856,False
20130903,IF1309,1,long,1613724.1428571416,True
20130904,IF1309,1,long,1613717.7428571417,False
20130905,IF1309,1,long,1613716.9428571416,False
20130906,IF1309,1,long,1613730.3428571415,True
20130909,IF1309,1,long,1613809.9428571416,True
20130910,IF1309,1,long,1613847.7428571417,True
20130911,IF1309,1,long,1613855.9428571416,True
20130912,IF1309,1,long,1613878.5428571415,True
20130913,IF1309,1,long,1613872.3428571415,False
20130916,IF1309,1,long,1613854.5428571415,False
20130917,IF1309,1,long,1613815.5428571415,False
20130918,IF1309,1,long,1613807.3428571415,False
20130923,,1,,1613807.3428571415,False
20130924,IF1310,1,short,1648417.1428571416,True
20130925,IF1310,1,short,1650881.5428571415,True
20130926,IF1310,1,short,1650925.3428571415,True
20130927,IF1310,1,short,1650917.9428571416,False
20130930,IF1310,1,short,1650906.7428571417,False
20131008,IF1310,1,long,1658760.1428571416,True
20131009,IF1310,1,long,1658777.1428571416,True
20131010,IF1310,1,short,1664741.1428571416,True
20131011,IF1310,1,long,1654652.5428571415,True
20131014,IF1310,1,long,1654655.3428571415,True
20131015,IF1310,1,long,1654647.9428571416,False
20131016,,1,,1645217.9999999986,
20131017,IF1310,1,short,1645228.9999999986,True
20131018,,1,,1645228.9999999986,True
20131021,IF1311,1,long,1639367.7999999986,True
20131022,IF1311,1,short,1645950.5999999987,True
20131023,,1,,1645937.9999999986,
20131024,IF1311,1,short,1645939.9999999986,True
20131025,IF1311,1,short,1645984.7999999986,True
20131028,IF1311,1,short,1645981.7999999986,True
20131029,IF1311,1,long,1651497.3999999985,True
20131030,IF1311,1,long,1651520.9999999986,True
20131031,IF1311,1,short,1648214.7999999986,True
20131101,IF1311,1,long,1642151.3999999985,True
20131104,IF1311,1,long,1642143.9999999986,False
20131105,,1,,1626437.9999999986,
20131106,IF1311,1,short,1626451.1999999986,True
20131107,IF1311,1,short,1626452.5999999987,True
20131108,IF1311,1,short,1626490.7999999986,True
20131111,IF1311,1,short,1626482.7999999986,False
20131112,IF1311,1,long,1636700.7999999986,True
20131113,IF1311,1,short,1631435.7999999986,True
20131114,,1,,1633025.9999999986,
20131115,,1,,1633025.9999999986,
20131118,IF1312,1,long,1633069.7999999986,True
20131119,IF1312,1,long,1633069.3999999985,False
20131120,IF1312,1,long,1633084.3999999985,True
20131121,IF1312,1,long,1633068.7999999986,False
20131122,IF1312,1,short,1641779.7999999986,True
20131125,IF1312,1,short,1641796.7999999986,True
20131126,IF1312,1,short,1641795.9999999986,False
20131127,IF1312,1,long,1640663.5999999987,True
20131128,IF1312,1,short,1654809.3999999985,False
20131129,IF1312,1,short,1654800.9999999986,False
20131202,,1,,1657229.9999999986,
20131203,IF1312,1,long,1657234.7999999986,True
20131204,IF1312,1,long,1657265.3999999985,True
20131205,IF1312,1,long,1657266.9999999986,False
20131206,,1,,1660469.9999999986,
20131209,,1,,1660469.9999999986,
20131210,,1,,1660469.9999999986,
20131211,,1,,1660469.9999999986,
20131212,IF1312,1,long,1660452.7999999986,False
20131213,IF1312,1,short,1651876.9999999986,False
20131216,IF1312,1,short,1651925.5999999987,True
20131217,IF1312,1,short,1651933.3999999985,True
20131218,IF1312,1,short,1651922.9999999986,False
20131219,IF1312,1,short,1651950.1999999986,True
20131220,,1,,1651950.1999999986,True
20131223,,1,,1685489.9999999986,
20131224,IF1401,1,short,1685490.3999999985,True
20131225,,1,,1682729.9999999986,
20131226,IF1401,1,short,1682738.5999999987,True
20131227,IF1401,1,long,1682064.3999999985,True
20131230,IF1401,1,long,1682061.7999999986,False
20131231,IF1401,1,long,1682082.5999999987,True
20140102,IF1401,1,short,1681348.1999999986,True
20140103,IF1401,1,short,1681377.5999999987,True
20140106,IF1401,1,short,1681439.1999999986,True
20140107,IF1401,1,short,1681441.5999999987,False
20140108,IF1401,1,long,1702933.1999999986,False
20140109,IF1401,1,short,1698649.9999999986,True
20140110,IF1401,1,short,1698655.5999999987,True
20140113,IF1401,1,short,1698669.1999999986,True
20140114,IF1401,1,short,1698655.9999999986,False
20140115,IF1401,1,short,1698661.9999999986,True
20140116,,1,,1702073.9999999986,
20140117,,1,,1702073.9999999986,
20140120,,1,,1710293.9999999986,
20140121,,1,,1710293.9999999986,
20140122,IF1402,1,long,1710332.5999999987,True
20140123,IF1402,1,short,1718031.5999999987,True
20140124,,1,,1710756.8571428559,
20140127,,1,,1710756.8571428559,
20140128,,1,,1710756.8571428559,
20140129,IF1402,1,short,1710749.2571428558,False
20140130,IF1402,1,short,1710790.0571428558,True
20140207,IF1402,1,short,1710774.657142856,False
20140210,IF1402,1,long,1706992.2571428558,True
20140211,IF1402,1,long,1707009.2571428558,True
20140212,IF1402,1,long,1707015.8571428559,False
20140213,IF1402,1,short,1715376.457142856,True
20140214,IF1402,1,short,1715361.457142856,False
20140217,IF1402,1,long,1706071.8571428559,True
20140218,IF1402,1,short,1701471.457142856,True
20140219,,1,,1702836.8571428559,
20140220,IF1402,1,short,1702840.8571428559,True
20140221,,1,,1702840.8571428559,True
20140224,,1,,1710876.8571428559,
20140225,,1,,1710876.8571428559,
20140226,,1,,1710876.8571428559,
20140227,IF1403,1,short,1710871.8571428559,True
20140228,,1,,1712292.8571428559,
20140303,IF1403,1,long,1712279.8571428559,False
20140304,IF1403,1,long,1712285.8571428559,True
20140305,IF1403,1,short,1704975.657142856,True
20140306,IF1403,1,long,1707080.2571428558,True
20140307,IF1403,1,short,1702420.0571428558,True
20140310,IF1403,1,short,1702498.457142856,True
20140311,IF1403,1,short,1702472.657142856,False
20140312,IF1403,1,short,1702475.457142856,False
20140313,IF1403,1,long,1717042.657142856,True
20140314,IF1403,1,long,1717037.2571428558,True
20140317,,1,,1716744.8571428559,
20140318,IF1403,1,short,1716752.2571428558,True
20140319,,1,,1718724.8571428559,
20140320,IF1403,1,short,1718751.457142856,True
20140321,,1,,1718751.457142856,True
20140324,IF1404,1,long,1723330.8571428559,False
20140325,,1,,1724760.8571428559,
20140326,,1,,1724760.8571428559,
20140327,IF1404,1,short,1724754.2571428558,True
20140328,IF1404,1,short,1724744.0571428558,False
20140331,IF1404,1,short,1724745.657142856,True
20140401,IF1404,1,long,1715580.457142856,True
20140402,IF1404,1,long,1715597.0571428558,True
20140403,IF1404,1,short,1721359.2571428558,True
20140404,,1,,1722972.8571428559,
20140408,IF1404,1,long,1723006.2571428558,True
20140409,IF1404,1,long,1722995.2571428558,False
20140410,IF1404,1,long,1723044.0571428558,True
20140411,IF1404,1,long,1723031.0571428558,False
20140414,IF1404,1,long,1723031.457142856,True
20140415,,1,,1728012.8571428559,
20140416,IF1404,1,short,1728010.8571428559,True
20140417,IF1404,1,short,1728014.8571428559,True
20140418,,1,,1729812.8571428559,
20140421,IF1405,1,long,1729763.0571428558,False
20140422,,1,,1717092.8571428559,
20140423,IF1405,1,short,1717087.657142856,True
20140424,IF1405,1,short,1717089.457142856,True
20140425,IF1405,1,short,1717100.2571428558,True
20140428,IF1405,1,short,1717129.0571428558,True
20140429,IF1405,1,short,1717111.8571428559,False
20140430,IF1405,1,short,1717125.657142856,True
20140505,IF1405,1,short,1717116.0571428558,False
20140506,IF1405,1,long,1721512.657142856,False
20140507,,1,,1713394.2857142845,
20140508,IF1405,1,short,1713395.8857142846,False
20140509,IF1405,1,short,1713395.2857142845,False
20140512,IF1405,1,long,1703315.4857142845,True
20140513,IF1405,1,short,1702181.4857142845,True
20140514,IF1405,1,short,1702182.4857142845,True
20140515,IF1405,1,short,1702200.6857142844,True
20140516,,1,,1702200.6857142844,True
20140519,,1,,1711654.2857142845,
20140520,IF1406,1,short,1711656.6857142844,True
20140521,IF1406,1,long,1707337.2857142845,True
20140522,IF1406,1,short,1710105.4857142845,True
20140523,IF1406,1,short,1710076.4857142845,False
20140526,IF1406,1,long,1703495.0857142846,True
20140527,IF1406,1,long,1703489.0857142846,False
20140528,,1,,1696448.5714285702,
20140529,IF1406,1,long,1696426.5714285702,False
20140530,IF1406,1,short,1689341.5714285702,True
20140603,IF1406,1,short,1689350.1714285703,True
20140604,IF1406,1,short,1689364.1714285703,True
20140605,IF1406,1,long,1695598.1714285703,True
20140606,IF1406,1,short,1697111.5714285702,True
20140609,,1,,1698410.5714285702,
20140610,IF1406,1,long,1698417.5714285702,True
20140611,IF1406,1,long,1698411.1714285703,False
20140612,IF1406,1,long,1698410.3714285702,True
20140613,,1,,1693306.2857142845,
20140616,IF1406,1,long,1693307.2857142845,True
20140617,IF1406,1,short,1691934.2857142845,True
20140618,IF1406,1,short,1691943.0857142846,True
20140619,IF1406,1,short,1691971.6857142844,True
20140620,,1,,1691971.6857142844,True
20140623,IF1407,1,long,1707206.0857142846,False
20140624,IF1407,1,long,1707215.0857142846,True
20140625,IF1407,1,short,1700380.8857142846,True
20140626,,1,,1693147.7142857132,
20140627,IF1407,1,short,1693140.5142857132,False
20140630,IF1407,1,long,1687026.3142857132,True
20140701,IF1407,1,long,1687028.3142857132,False
20140702,IF1407,1,long,1687035.3142857132,True
20140703,IF1407,1,long,1687039.5142857132,True
20140704,IF1407,1,short,1689545.114285713,True
20140707,IF1407,1,short,1689548.5142857132,True
20140708,IF1407,1,short,1689544.7142857132,False
20140709,IF1407,1,short,1689579.5142857132,True
20140710,IF1407,1,short,1689578.5142857132,True
20140711,IF1407,1,long,1693735.7142857132,True
20140714,IF1407,1,long,1693760.114285713,True
20140715,IF1407,1,short,1696804.914285713,True
20140716,IF1407,1,long,1692958.114285713,False
20140717,,1,,1687709.1428571418,
20140718,,1,,1687709.1428571418,
20140721,,1,,1688429.1428571418,
20140722,IF1408,1,long,1688444.9428571418,True
20140723,IF1408,1,long,1688449.1428571418,True
20140724,IF1408,1,long,1688498.9428571418,True
20140725,IF1408,1,long,1688533.1428571418,True
20140728,IF1408,1,long,1688594.9428571418,True
20140729,IF1408,1,long,1688593.9428571418,False
20140730,IF1408,1,long,1688587.3428571417,False
20140731,IF1408,1,long,1688629.3428571417,True
20140801,IF1408,1,long,1688601.1428571418,False
20140804,IF1408,1,long,1688644.9428571418,True
20140805,IF1408,1,short,1748913.3428571417,True
20140806,,1,,1750997.1428571418,
20140807,,1,,1750997.1428571418,
20140808,,1,,1750997.1428571418,
20140811,IF1408,1,long,1750999.742857142,True
20140812,IF1408,1,short,1750206.1428571418,False
20140813,IF1408,1,short,1750213.1428571418,True
20140814,IF1408,1,long,1746826.742857142,False
20140815,,1,,1737458.5714285702,
20140818,,1,,1737458.5714285702,
20140819,,1,,1737458.5714285702,
20140820,IF1409,1,long,1737445.5714285702,False
20140821,,1,,1729075.714285713,
20140822,IF1409,1,long,1729074.1142857128,True
20140825,IF1409,1,short,1724345.714285713,True
20140826,IF1409,1,short,1724356.1142857128,True
20140827,IF1409,1,short,1724357.714285713,True
20140828,IF1409,1,short,1724363.1142857128,True
20140829,IF1409,1,long,1730529.9142857129,True
20140901,IF1409,1,short,1732128.9142857129,True
20140902,IF1409,1,long,1727065.314285713,True
20140903,IF1409,1,long,1727087.514285713,True
20140904,IF1409,1,long,1727121.514285713,True
20140905,IF1409,1,short,1752269.514285713,False
20140909,IF1409,1,short,1752282.1142857128,True
20140910,IF1409,1,short,1752298.314285713,True
20140911,IF1409,1,long,1747935.314285713,False
20140912,IF1409,1,long,1735858.0857142843,True
20140915,IF1409,1,short,1729435.2857142843,False
20140916,IF1409,1,short,1729474.0857142843,True
20140917,IF1409,1,short,1729466.2857142843,True
20140918,IF1409,1,short,1729462.4857142842,False
20140919,,1,,1731244.2857142843,
20140922,,1,,1731244.2857142843,
20140923,,1,,1731244.2857142843,
20140924,IF1410,1,long,1731297.4857142842,True
20140925,IF1410,1,long,1731283.6857142842,False
20140926,IF1410,1,long,1731279.8857142844,True
20140929,IF1410,1,long,1731284.2857142843,True
20140930,IF1410,1,short,1742523.8857142844,True
20141008,IF1410,1,long,1738040.0857142843,True
20141009,IF1410,1,short,1740304.6857142842,True
20141010,IF1410,1,short,1740309.8857142844,False
20141013,IF1410,1,short,1740325.2857142843,True
20141014,IF1410,1,long,1745625.2857142843,False
20141015,,1,,1736168.57142857,
20141016,IF1410,1,long,1736154.17142857,True
20141017,,1,,1736154.17142857,True
20141020,IF1411,1,long,1726187.628571427,False
20141021,IF1411,1,short,1721995.628571427,True
20141022,IF1411,1,short,1722006.428571427,True
20141023,IF1411,1,short,1722029.428571427,True
20141024,IF1411,1,short,1722038.428571427,True
20141027,IF1411,1,short,1722054.028571427,True
20141028,IF1411,1,long,1738287.828571427,True
20141029,IF1411,1,long,1738319.628571427,True
20141030,IF1411,1,long,1738331.628571427,True
20141031,IF1411,1,long,1738385.228571427,True
20141103,IF1411,1,short,1774129.228571427,True
20141104,IF1411,1,short,1774129.428571427,False
20141105,IF1411,1,short,1774125.228571427,False
20141106,IF1411,1,short,1774123.228571427,True
20141107,IF1411,1,long,1769302.828571427,False
20141110,IF1411,1,long,1769371.228571427,True
20141111,IF1411,1,short,1780022.628571427,True
20141112,IF1411,1,long,1781730.028571427,True
20141113,IF1411,1,short,1776801.828571427,True
20141114,IF1411,1,short,1776794.428571427,False
20141117,,1,,1766007.428571427,
20141118,,1,,1766007.428571427,
20141119,IF1411,1,short,1766008.828571427,True
20141120,IF1411,1,long,1764029.228571427,True
20141121,,1,,1764029.228571427,True
20141124,IF1412,1,long,1771386.828571427,True
20141125,IF1412,1,long,1771436.828571427,True
20141126,IF1412,1,short,1795497.428571427,False
20141127,IF1412,1,long,1781248.5428571412,True
20141128,IF1412,1,long,1781319.7428571414,True
20141201,IF1412,1,long,1781302.9428571414,False
20141202,IF1412,1,long,1781429.7428571414,True
20141203,IF1412,1,long,1781489.9428571414,True
20141204,IF1412,1,long,1781689.5428571412,True
20141205,IF1412,1,long,1781676.7428571414,False
20141208,IF1412,1,long,1781820.9428571414,True
20141209,IF1412,1,long,1781636.7428571414,False
20141210,IF1412,1,long,1781723.3428571413,True
20141211,IF1412,1,long,1781701.5428571412,False
20141212,IF1412,1,short,1920199.9428571414,False
20141215,IF1412,1,long,1921616.1428571413,True
20141216,IF1412,1,short,1924985.9428571414,False
20141217,IF1412,1,long,1891260.5999999985,True
20141218,IF1412,1,long,1894857.7999999984,False
20141219,,1,,1865800.285714284,
20141222,IF1501,1,short,1865812.8857142841,True
20141223,,1,,1868128.285714284,
20141224,,1,,1868128.285714284,
20141225,IF1501,1,short,1868012.485714284,False
20141226,IF1501,1,long,1829699.7142857127,True
20141229,,1,,1838707.7142857127,
20141230,,1,,1838707.7142857127,
20141231,IF1501,1,long,1838788.1142857126,True
20150105,IF1501,1,long,1838866.3142857128,True
20150106,IF1501,1,long,1838851.7142857127,False
20150107,IF1501,1,long,1838858.1142857126,True
20150108,,1,,1854067.7142857127,
20150109,IF1501,1,short,1854062.7142857127,True
20150112,,1,,1857631.7142857127,
20150113,IF1501,1,long,1857599.1142857126,False
20150114,IF1501,1,short,1842338.7142857127,True
20150115,IF1501,1,long,1844757.3142857128,True
20150116,,1,,1844757.3142857128,True
20150119,,1,,1864447.7142857127,
20150120,IF1502,1,short,1864392.1142857126,False
20150121,IF1502,1,long,1835758.9142857126,True
20150122,IF1502,1,long,1835774.1142857126,True
20150123,IF1502,1,long,1835809.9142857126,True
20150126,IF1502,1,long,1835839.7142857127,True
20150127,IF1502,1,short,1886196.3142857128,True
20150128,IF1502,1,short,1891878.5142857127,True
20150129,IF1502,1,short,1891908.5142857127,False
20150130,IF1502,1,short,1894552.5142857127,True
20150202,IF1502,1,short,1894584.7142857127,False
20150203,IF1502,1,long,1902917.1142857126,True
20150204,IF1502,1,short,1906725.1142857126,True
20150205,,1,,1898623.7142857127,
20150206,,1,,1898623.7142857127,
20150209,,1,,1898623.7142857127,
20150210,,1,,1898623.7142857127,
20150211,IF1502,1,long,1898616.7142857127,True
20150212,IF1502,1,long,1898625.5142857127,True
20150213,IF1502,1,short,1903257.3142857128,False
20150216,IF1502,1,short,1903216.5142857127,False
20150217,IF1502,1,long,1883922.7142857127,True
20150225,,1,,1868815.7142857127,
20150226,IF1503,1,long,1868853.3142857128,True
20150227,IF1503,1,long,1871726.1142857126,False
20150302,IF1503,1,long,1871745.1142857126,False
20150303,,1,,1850168.5714285697,
20150304,IF1503,1,long,1850144.3714285698,True
20150305,IF1503,1,short,1837336.5714285697,True
20150306,IF1503,1,short,1837209.5714285697,True
20150309,,1,,1841456.5714285697,
20150310,,1,,1841456.5714285697,
20150311,IF1503,1,long,1841412.7714285697,True
20150312,,1,,1844060.5714285697,
20150313,IF1503,1,long,1844053.9714285696,True
20150316,IF1503,1,long,1844144.9714285696,True
20150317,IF1503,1,long,1844196.1714285698,True
20150318,IF1503,1,long,1844244.1714285698,True
20150319,IF1503,1,long,1844260.9714285696,True
20150320,,1,,1844260.9714285696,True
20150323,IF1504,1,long,1921248.1714285698,True
20150324,,1,,1923716.5714285697,
20150325,,1,,1923716.5714285697,
20150326,,1,,1923716.5714285697,
20150327,IF1504,1,long,1923713.3714285698,True
20150330,IF1504,1,long,1923868.3714285698,True
20150331,IF1504,1,long,1936189.3714285698,False
20150401,,1,,1896728.5714285697,
20150402,,1,,1896728.5714285697,
20150403,IF1504,1,long,1896770.5714285697,True
20150407,IF1504,1,long,1896804.3714285698,True
20150408,IF1504,1,long,1896812.1714285698,True
20150409,,1,,1904096.57142857,
20150410,IF1504,1,long,1904207.17142857,True
20150413,IF1504,1,long,1904251.17142857,True
20150414,IF1504,1,long,1904246.77142857,True
20150415,IF1504,1,long,1904212.57142857,False
20150416,IF1504,1,long,1904351.37142857,True
20150417,,1,,1904351.37142857,True
20150420,IF1505,1,long,2003789.37142857,False
20150421,IF1505,1,long,2003891.77142857,True
20150422,IF1505,1,long,2004033.9714285699,True
20150423,IF1505,1,long,2003988.9714285699,False
20150424,,1,,2011388.57142857,
20150427,IF1505,1,long,2011383.17142857,True
20150428,,1,,1971338.57142857,
20150429,,1,,1971338.57142857,
20150430,,1,,1971338.57142857,
20150504,,1,,1971338.57142857,
20150505,,1,,1971338.57142857,
20150506,IF1505,1,short,1971399.9714285699,True
20150507,IF1505,1,short,1971478.77142857,True
20150508,IF1505,1,short,1971440.57142857,False
20150511,IF1505,1,long,1985560.37142857,True
20150512,IF1505,1,long,1985606.37142857,True
20150513,IF1505,1,long,1985576.57142857,False
20150514,IF1505,1,long,1985593.37142857,True
20150515,,1,,1993706.57142857,
20150518,,1,,1993706.57142857,
20150519,IF1506,1,long,1993805.9714285699,True
20150520,IF1506,1,long,1993806.9714285699,False
20150521,IF1506,1,long,1993923.77142857,True
20150522,IF1506,1,long,1994054.77142857,True
20150525,IF1506,1,long,1994188.37142857,True
20150526,IF1506,1,long,1994306.17142857,True
20150527,IF1506,1,long,1994321.9714285699,False
20150528,IF1506,1,long,1993975.17142857,False
20150529,,1,,2035430.57142857,
20150601,,1,,2035430.57142857,
20150602,IF1506,1,long,2035444.9714285699,True
20150603,,1,,2040326.57142857,
20150604,IF1506,1,long,2040386.9714285699,True
20150605,IF1506,1,short,2048281.17142857,True
20150608,IF1506,1,long,2035007.17142857,True
20150609,IF1506,1,short,2040125.37142857,True
20150610,IF1506,1,long,2045556.5714285697,True
20150611,,1,,2029202.5714285697,
20150612,IF1506,1,short,2029118.9714285696,False
20150615,IF1506,1,long,2036524.1714285698,False
20150616,,1,,1977843.4285714268,
20150617,,1,,1977843.4285714268,
20150618,IF1506,1,short,1977965.4285714268,True
20150619,,1,,1977965.4285714268,True
20150623,,1,,2064243.4285714268,
20150624,IF1507,1,long,2064282.8285714267,True
20150625,IF1507,1,long,2068377.8285714267,False
20150626,,1,,1951443.4285714268,
20150629,,1,,1951443.4285714268,
20150630,,1,,1951443.4285714268,
20150701,,1,,1951443.4285714268,
20150702,,1,,1951443.4285714268,
20150703,,1,,1951443.4285714268,
20150706,IF1507,1,short,1951407.0285714269,True
20150707,,1,,1963035.4285714268,
20150708,,1,,1963035.4285714268,
20150709,,1,,1963035.4285714268,
20150710,IF1507,1,long,1963149.0285714269,True
20150713,IF1507,1,long,1971582.8285714267,False
20150714,,1,,1932543.4285714268,
20150715,,1,,1932543.4285714268,
20150716,IF1507,1,short,1932446.6285714267,False
20150717,,1,,1932446.6285714267,False
20150720,,1,,1902183.4285714265,
20150721,IF1508,1,short,1902154.8285714264,False
20150722,,1,,1905399.4285714265,
20150723,IF1508,1,long,1905599.4285714265,True
20150724,,1,,1919451.4285714265,
20150727,,1,,1919451.4285714265,
20150728,,1,,1919451.4285714265,
20150729,IF1508,1,short,1919256.6285714265,False
20150730,IF1508,1,short,1919424.2285714266,True
20150731,,1,,1913091.4285714265,
20150803,,1,,1913091.4285714265,
20150804,,1,,1913091.4285714265,
20150805,,1,,1913091.4285714265,
20150806,,1,,1913091.4285714265,
20150807,IF1508,1,long,1913106.0285714266,True
20150810,IF1508,1,long,1913284.2285714266,True
20150811,IF1508,1,long,1913252.6285714265,False
20150812,IF1508,1,long,1913218.2285714266,False
20150813,IF1508,1,long,1913267.0285714266,True
20150814,IF1508,1,long,1913260.0285714266,False
20150817,IF1508,1,long,1913255.2285714266,True
20150818,IF1508,1,short,1950199.4285714265,True
20150819,IF1508,1,short,1950146.2285714266,False
20150820,IF1508,1,short,1950206.0285714266,True
20150821,,1,,1950206.0285714266,True
20150824,,1,,2045271.4285714265,
20150825,,1,,2045271.4285714265,
20150826,IF1509,1,short,2045360.0285714266,True
20150827,,1,,2011131.4285714265,
20150828,IF1509,1,long,2011212.0285714266,True
20150831,,1,,2009391.4285714265,
20150901,,1,,2009391.4285714265,
20150902,IF1509,1,short,2009426.8285714264,False
20150907,IF1509,1,short,1912292.0285714266,True
20150908,IF1509,1,long,1909792.4285714265,True
20150909,IF1509,1,long,1909782.6285714265,False
20150910,IF1509,1,long,1909751.0285714266,False
20150911,IF1509,1,long,1909765.8285714264,True
20150914,,1,,1919979.4285714265,
20150915,,1,,1919979.4285714265,
20150916,IF1509,1,short,1919797.4285714265,False
20150917,IF1509,1,long,1873330.0285714266,False
20150918,,1,,1873330.0285714266,False
20150921,IF1510,1,long,1850981.8285714264,True
